Week,VaxIR,UnvacxIR
14,0,0.107688708
15,0,0.141977452
16,0,0.106346851
17,0,0.088531079
18,0,0.076097368
19,0,0.132549389
20,0.0261206,0.072108804
21,0,0.0246336
22,0,0.0500939
23,0,0.0508606
24,0,0.085959873
25,0,0.0609529
26,0,0.105809581
27,0,0.187123698
28,0,0.216420548
29,0,0.484622605
30,0.0142726,0.606129103
31,0.0140363,0.764245975
32,0.0276475,0.724736825
33,0,0.752537179
34,0,0.616411272
35,0.0131172,0.630951317
36,0,0.513770219
37,0.01251,0.58982609
38,0,0.355276229
39,0,0.191422795
